stage,cohort,scheme,fold,seed,model,ecg_id,n_features,n_missing
stage1,all300,exploratory,2,0,A,19308,24,0
stage1,all300,exploratory,2,0,A,19505,24,0
stage1,all300,exploratory,2,0,A,19708,24,24
stage1,all300,exploratory,2,0,A,19830,24,0
stage1,all300,exploratory,2,0,B,1241,52,0
stage1,all300,exploratory,2,0,B,1904,52,0
stage1,all300,exploratory,2,0,B,1996,52,0
stage1,all300,exploratory,2,0,B,2491,52,0
stage1,all300,exploratory,2,0,B,2784,52,0
stage1,all300,exploratory,2,0,B,3175,52,0
stage1,all300,exploratory,2,0,B,3839,52,0
stage1,all300,exploratory,2,0,B,3853,52,0
stage1,all300,exploratory,2,0,B,3922,52,0
stage1,all300,exploratory,2,0,B,4129,52,0
stage1,all300,exploratory,2,0,B,4210,52,52
stage1,all300,exploratory,2,0,B,4323,52,0
stage1,all300,exploratory,2,0,B,4374,52,52
stage1,all300,exploratory,2,0,B,5823,52,0
stage1,all300,exploratory,2,0,B,5962,52,52
stage1,all300,exploratory,2,0,B,6347,52,0
stage1,all300,exploratory,2,0,B,6611,52,0
stage1,all300,exploratory,2,0,B,7420,52,0
stage1,all300,exploratory,2,0,B,7659,52,0
stage1,all300,exploratory,2,0,B,7844,52,0
stage1,all300,exploratory,2,0,B,8456,52,0
stage1,all300,exploratory,2,0,B,9285,52,0
stage1,all300,exploratory,2,0,B,9782,52,0
stage1,all300,exploratory,2,0,B,10703,52,0
stage1,all300,exploratory,2,0,B,10811,52,0
stage1,all300,exploratory,2,0,B,11163,52,0
stage1,all300,exploratory,2,0,B,12087,52,0
stage1,all300,exploratory,2,0,B,12884,52,0
stage1,all300,exploratory,2,0,B,13661,52,0
stage1,all300,exploratory,2,0,B,14398,52,0
stage1,all300,exploratory,2,0,B,14664,52,0
stage1,all300,exploratory,2,0,B,15655,52,0
stage1,all300,exploratory,2,0,B,16181,52,0
stage1,all300,exploratory,2,0,B,16837,52,0
stage1,all300,exploratory,2,0,B,17046,52,0
stage1,all300,exploratory,2,0,B,17436,52,0
stage1,all300,exploratory,2,0,B,18679,52,0
stage1,all300,exploratory,2,0,B,19308,52,0
stage1,all300,exploratory,2,0,B,19505,52,0
stage1,all300,exploratory,2,0,B,19708,52,52
stage1,all300,exploratory,2,0,B,19830,52,0
stage1,all300,exploratory,2,0,C,1241,92,0
stage1,all300,exploratory,2,0,C,1904,92,0
stage1,all300,exploratory,2,0,C,1996,92,0
stage1,all300,exploratory,2,0,C,2491,92,0
stage1,all300,exploratory,2,0,C,2784,92,0
stage1,all300,exploratory,2,0,C,3175,92,0
stage1,all300,exploratory,2,0,C,3839,92,0
stage1,all300,exploratory,2,0,C,3853,92,0
stage1,all300,exploratory,2,0,C,3922,92,0
stage1,all300,exploratory,2,0,C,4129,92,0
stage1,all300,exploratory,2,0,C,4210,92,92
stage1,all300,exploratory,2,0,C,4323,92,0
stage1,all300,exploratory,2,0,C,4374,92,92
stage1,all300,exploratory,2,0,C,5823,92,0
stage1,all300,exploratory,2,0,C,5962,92,92
stage1,all300,exploratory,2,0,C,6347,92,0
stage1,all300,exploratory,2,0,C,6611,92,0
stage1,all300,exploratory,2,0,C,7420,92,0
stage1,all300,exploratory,2,0,C,7659,92,0
stage1,all300,exploratory,2,0,C,7844,92,0
stage1,all300,exploratory,2,0,C,8456,92,0
stage1,all300,exploratory,2,0,C,9285,92,0
stage1,all300,exploratory,2,0,C,9782,92,0
stage1,all300,exploratory,2,0,C,10703,92,0
stage1,all300,exploratory,2,0,C,10811,92,0
stage1,all300,exploratory,2,0,C,11163,92,0
stage1,all300,exploratory,2,0,C,12087,92,0
stage1,all300,exploratory,2,0,C,12884,92,0
stage1,all300,exploratory,2,0,C,13661,92,0
stage1,all300,exploratory,2,0,C,14398,92,0
stage1,all300,exploratory,2,0,C,14664,92,0
stage1,all300,exploratory,2,0,C,15655,92,0
stage1,all300,exploratory,2,0,C,16181,92,0
stage1,all300,exploratory,2,0,C,16837,92,0
stage1,all300,exploratory,2,0,C,17046,92,0
stage1,all300,exploratory,2,0,C,17436,92,0
stage1,all300,exploratory,2,0,C,18679,92,0
stage1,all300,exploratory,2,0,C,19308,92,0
stage1,all300,exploratory,2,0,C,19505,92,0
stage1,all300,exploratory,2,0,C,19708,92,92
stage1,all300,exploratory,2,0,C,19830,92,0
stage1,all300,exploratory,2,7001,A,1241,24,0
stage1,all300,exploratory,2,7001,A,1904,24,0
stage1,all300,exploratory,2,7001,A,1996,24,0
stage1,all300,exploratory,2,7001,A,2491,24,0
stage1,all300,exploratory,2,7001,A,2784,24,0
stage1,all300,exploratory,2,7001,A,3175,24,0
stage1,all300,exploratory,2,7001,A,3839,24,0
stage1,all300,exploratory,2,7001,A,3853,24,0
stage1,all300,exploratory,2,7001,A,3922,24,0
stage1,all300,exploratory,2,7001,A,4129,24,0
stage1,all300,exploratory,2,7001,A,4210,24,24
stage1,all300,exploratory,2,7001,A,4323,24,0
stage1,all300,exploratory,2,7001,A,4374,24,24
stage1,all300,exploratory,2,7001,A,5823,24,0
stage1,all300,exploratory,2,7001,A,5962,24,24
stage1,all300,exploratory,2,7001,A,6347,24,0
stage1,all300,exploratory,2,7001,A,6611,24,0
stage1,all300,exploratory,2,7001,A,7420,24,0
stage1,all300,exploratory,2,7001,A,7659,24,0
stage1,all300,exploratory,2,7001,A,7844,24,0
stage1,all300,exploratory,2,7001,A,8456,24,0
stage1,all300,exploratory,2,7001,A,9285,24,0
stage1,all300,exploratory,2,7001,A,9782,24,0
stage1,all300,exploratory,2,7001,A,10703,24,0
stage1,all300,exploratory,2,7001,A,10811,24,0
stage1,all300,exploratory,2,7001,A,11163,24,0
stage1,all300,exploratory,2,7001,A,12087,24,0
stage1,all300,exploratory,2,7001,A,12884,24,0
stage1,all300,exploratory,2,7001,A,13661,24,0
stage1,all300,exploratory,2,7001,A,14398,24,0
stage1,all300,exploratory,2,7001,A,14664,24,0
stage1,all300,exploratory,2,7001,A,15655,24,0
stage1,all300,exploratory,2,7001,A,16181,24,0
stage1,all300,exploratory,2,7001,A,16837,24,0
stage1,all300,exploratory,2,7001,A,17046,24,0
stage1,all300,exploratory,2,7001,A,17436,24,0
stage1,all300,exploratory,2,7001,A,18679,24,0
stage1,all300,exploratory,2,7001,A,19308,24,0
stage1,all300,exploratory,2,7001,A,19505,24,0
stage1,all300,exploratory,2,7001,A,19708,24,24
stage1,all300,exploratory,2,7001,A,19830,24,0
stage1,all300,exploratory,2,7001,B,1241,52,0
stage1,all300,exploratory,2,7001,B,1904,52,0
stage1,all300,exploratory,2,7001,B,1996,52,0
stage1,all300,exploratory,2,7001,B,2491,52,0
stage1,all300,exploratory,2,7001,B,2784,52,0
stage1,all300,exploratory,2,7001,B,3175,52,0
stage1,all300,exploratory,2,7001,B,3839,52,0
stage1,all300,exploratory,2,7001,B,3853,52,0
stage1,all300,exploratory,2,7001,B,3922,52,0
stage1,all300,exploratory,2,7001,B,4129,52,0
stage1,all300,exploratory,2,7001,B,4210,52,52
stage1,all300,exploratory,2,7001,B,4323,52,0
stage1,all300,exploratory,2,7001,B,4374,52,52
stage1,all300,exploratory,2,7001,B,5823,52,0
stage1,all300,exploratory,2,7001,B,5962,52,52
stage1,all300,exploratory,2,7001,B,6347,52,0
stage1,all300,exploratory,2,7001,B,6611,52,0
stage1,all300,exploratory,2,7001,B,7420,52,0
stage1,all300,exploratory,2,7001,B,7659,52,0
stage1,all300,exploratory,2,7001,B,7844,52,0
stage1,all300,exploratory,2,7001,B,8456,52,0
stage1,all300,exploratory,2,7001,B,9285,52,0
stage1,all300,exploratory,2,7001,B,9782,52,0
stage1,all300,exploratory,2,7001,B,10703,52,0
stage1,all300,exploratory,2,7001,B,10811,52,0
stage1,all300,exploratory,2,7001,B,11163,52,0
stage1,all300,exploratory,2,7001,B,12087,52,0
stage1,all300,exploratory,2,7001,B,12884,52,0
stage1,all300,exploratory,2,7001,B,13661,52,0
stage1,all300,exploratory,2,7001,B,14398,52,0
stage1,all300,exploratory,2,7001,B,14664,52,0
stage1,all300,exploratory,2,7001,B,15655,52,0
stage1,all300,exploratory,2,7001,B,16181,52,0
stage1,all300,exploratory,2,7001,B,16837,52,0
stage1,all300,exploratory,2,7001,B,17046,52,0
stage1,all300,exploratory,2,7001,B,17436,52,0
stage1,all300,exploratory,2,7001,B,18679,52,0
stage1,all300,exploratory,2,7001,B,19308,52,0
stage1,all300,exploratory,2,7001,B,19505,52,0
stage1,all300,exploratory,2,7001,B,19708,52,52
stage1,all300,exploratory,2,7001,B,19830,52,0
stage1,all300,exploratory,2,7001,C,1241,92,0
stage1,all300,exploratory,2,7001,C,1904,92,0
stage1,all300,exploratory,2,7001,C,1996,92,0
stage1,all300,exploratory,2,7001,C,2491,92,0
stage1,all300,exploratory,2,7001,C,2784,92,0
stage1,all300,exploratory,2,7001,C,3175,92,0
stage1,all300,exploratory,2,7001,C,3839,92,0
stage1,all300,exploratory,2,7001,C,3853,92,0
stage1,all300,exploratory,2,7001,C,3922,92,0
stage1,all300,exploratory,2,7001,C,4129,92,0
stage1,all300,exploratory,2,7001,C,4210,92,92
stage1,all300,exploratory,2,7001,C,4323,92,0
stage1,all300,exploratory,2,7001,C,4374,92,92
stage1,all300,exploratory,2,7001,C,5823,92,0
stage1,all300,exploratory,2,7001,C,5962,92,92
stage1,all300,exploratory,2,7001,C,6347,92,0
stage1,all300,exploratory,2,7001,C,6611,92,0
stage1,all300,exploratory,2,7001,C,7420,92,0
stage1,all300,exploratory,2,7001,C,7659,92,0
stage1,all300,exploratory,2,7001,C,7844,92,0
stage1,all300,exploratory,2,7001,C,8456,92,0
stage1,all300,exploratory,2,7001,C,9285,92,0
stage1,all300,exploratory,2,7001,C,9782,92,0
stage1,all300,exploratory,2,7001,C,10703,92,0
stage1,all300,exploratory,2,7001,C,10811,92,0
stage1,all300,exploratory,2,7001,C,11163,92,0
stage1,all300,exploratory,2,7001,C,12087,92,0
stage1,all300,exploratory,2,7001,C,12884,92,0
stage1,all300,exploratory,2,7001,C,13661,92,0
stage1,all300,exploratory,2,7001,C,14398,92,0
stage1,all300,exploratory,2,7001,C,14664,92,0
stage1,all300,exploratory,2,7001,C,15655,92,0
stage1,all300,exploratory,2,7001,C,16181,92,0
stage1,all300,exploratory,2,7001,C,16837,92,0
stage1,all300,exploratory,2,7001,C,17046,92,0
stage1,all300,exploratory,2,7001,C,17436,92,0
stage1,all300,exploratory,2,7001,C,18679,92,0
stage1,all300,exploratory,2,7001,C,19308,92,0
stage1,all300,exploratory,2,7001,C,19505,92,0
stage1,all300,exploratory,2,7001,C,19708,92,92
stage1,all300,exploratory,2,7001,C,19830,92,0
stage1,all300,exploratory,2,7002,A,1241,24,0
stage1,all300,exploratory,2,7002,A,1904,24,0
stage1,all300,exploratory,2,7002,A,1996,24,0
stage1,all300,exploratory,2,7002,A,2491,24,0
stage1,all300,exploratory,2,7002,A,2784,24,0
stage1,all300,exploratory,2,7002,A,3175,24,0
stage1,all300,exploratory,2,7002,A,3839,24,0
stage1,all300,exploratory,2,7002,A,3853,24,0
stage1,all300,exploratory,2,7002,A,3922,24,0
stage1,all300,exploratory,2,7002,A,4129,24,0
stage1,all300,exploratory,2,7002,A,4210,24,24
stage1,all300,exploratory,2,7002,A,4323,24,0
stage1,all300,exploratory,2,7002,A,4374,24,24
stage1,all300,exploratory,2,7002,A,5823,24,0
stage1,all300,exploratory,2,7002,A,5962,24,24
stage1,all300,exploratory,2,7002,A,6347,24,0
stage1,all300,exploratory,2,7002,A,6611,24,0
stage1,all300,exploratory,2,7002,A,7420,24,0
stage1,all300,exploratory,2,7002,A,7659,24,0
stage1,all300,exploratory,2,7002,A,7844,24,0
stage1,all300,exploratory,2,7002,A,8456,24,0
stage1,all300,exploratory,2,7002,A,9285,24,0
stage1,all300,exploratory,2,7002,A,9782,24,0
stage1,all300,exploratory,2,7002,A,10703,24,0
stage1,all300,exploratory,2,7002,A,10811,24,0
stage1,all300,exploratory,2,7002,A,11163,24,0
stage1,all300,exploratory,2,7002,A,12087,24,0
stage1,all300,exploratory,2,7002,A,12884,24,0
stage1,all300,exploratory,2,7002,A,13661,24,0
stage1,all300,exploratory,2,7002,A,14398,24,0
stage1,all300,exploratory,2,7002,A,14664,24,0
stage1,all300,exploratory,2,7002,A,15655,24,0
stage1,all300,exploratory,2,7002,A,16181,24,0
stage1,all300,exploratory,2,7002,A,16837,24,0
stage1,all300,exploratory,2,7002,A,17046,24,0
stage1,all300,exploratory,2,7002,A,17436,24,0
stage1,all300,exploratory,2,7002,A,18679,24,0
stage1,all300,exploratory,2,7002,A,19308,24,0
stage1,all300,exploratory,2,7002,A,19505,24,0
stage1,all300,exploratory,2,7002,A,19708,24,24
stage1,all300,exploratory,2,7002,A,19830,24,0
stage1,all300,exploratory,2,7002,B,1241,52,0
stage1,all300,exploratory,2,7002,B,1904,52,0
stage1,all300,exploratory,2,7002,B,1996,52,0
stage1,all300,exploratory,2,7002,B,2491,52,0
stage1,all300,exploratory,2,7002,B,2784,52,0
stage1,all300,exploratory,2,7002,B,3175,52,0
stage1,all300,exploratory,2,7002,B,3839,52,0
stage1,all300,exploratory,2,7002,B,3853,52,0
stage1,all300,exploratory,2,7002,B,3922,52,0
stage1,all300,exploratory,2,7002,B,4129,52,0
stage1,all300,exploratory,2,7002,B,4210,52,52
stage1,all300,exploratory,2,7002,B,4323,52,0
stage1,all300,exploratory,2,7002,B,4374,52,52
stage1,all300,exploratory,2,7002,B,5823,52,0
stage1,all300,exploratory,2,7002,B,5962,52,52
stage1,all300,exploratory,2,7002,B,6347,52,0
stage1,all300,exploratory,2,7002,B,6611,52,0
stage1,all300,exploratory,2,7002,B,7420,52,0
stage1,all300,exploratory,2,7002,B,7659,52,0
stage1,all300,exploratory,2,7002,B,7844,52,0
stage1,all300,exploratory,2,7002,B,8456,52,0
stage1,all300,exploratory,2,7002,B,9285,52,0
stage1,all300,exploratory,2,7002,B,9782,52,0
stage1,all300,exploratory,2,7002,B,10703,52,0
stage1,all300,exploratory,2,7002,B,10811,52,0
stage1,all300,exploratory,2,7002,B,11163,52,0
stage1,all300,exploratory,2,7002,B,12087,52,0
stage1,all300,exploratory,2,7002,B,12884,52,0
stage1,all300,exploratory,2,7002,B,13661,52,0
stage1,all300,exploratory,2,7002,B,14398,52,0
stage1,all300,exploratory,2,7002,B,14664,52,0
stage1,all300,exploratory,2,7002,B,15655,52,0
stage1,all300,exploratory,2,7002,B,16181,52,0
stage1,all300,exploratory,2,7002,B,16837,52,0
stage1,all300,exploratory,2,7002,B,17046,52,0
stage1,all300,exploratory,2,7002,B,17436,52,0
stage1,all300,exploratory,2,7002,B,18679,52,0
stage1,all300,exploratory,2,7002,B,19308,52,0
stage1,all300,exploratory,2,7002,B,19505,52,0
stage1,all300,exploratory,2,7002,B,19708,52,52
stage1,all300,exploratory,2,7002,B,19830,52,0
stage1,all300,exploratory,2,7002,C,1241,92,0
stage1,all300,exploratory,2,7002,C,1904,92,0
stage1,all300,exploratory,2,7002,C,1996,92,0
stage1,all300,exploratory,2,7002,C,2491,92,0
stage1,all300,exploratory,2,7002,C,2784,92,0
stage1,all300,exploratory,2,7002,C,3175,92,0
stage1,all300,exploratory,2,7002,C,3839,92,0
stage1,all300,exploratory,2,7002,C,3853,92,0
stage1,all300,exploratory,2,7002,C,3922,92,0
stage1,all300,exploratory,2,7002,C,4129,92,0
stage1,all300,exploratory,2,7002,C,4210,92,92
stage1,all300,exploratory,2,7002,C,4323,92,0
stage1,all300,exploratory,2,7002,C,4374,92,92
stage1,all300,exploratory,2,7002,C,5823,92,0
stage1,all300,exploratory,2,7002,C,5962,92,92
stage1,all300,exploratory,2,7002,C,6347,92,0
stage1,all300,exploratory,2,7002,C,6611,92,0
stage1,all300,exploratory,2,7002,C,7420,92,0
stage1,all300,exploratory,2,7002,C,7659,92,0
stage1,all300,exploratory,2,7002,C,7844,92,0
stage1,all300,exploratory,2,7002,C,8456,92,0
stage1,all300,exploratory,2,7002,C,9285,92,0
stage1,all300,exploratory,2,7002,C,9782,92,0
stage1,all300,exploratory,2,7002,C,10703,92,0
stage1,all300,exploratory,2,7002,C,10811,92,0
stage1,all300,exploratory,2,7002,C,11163,92,0
stage1,all300,exploratory,2,7002,C,12087,92,0
stage1,all300,exploratory,2,7002,C,12884,92,0
stage1,all300,exploratory,2,7002,C,13661,92,0
stage1,all300,exploratory,2,7002,C,14398,92,0
stage1,all300,exploratory,2,7002,C,14664,92,0
stage1,all300,exploratory,2,7002,C,15655,92,0
stage1,all300,exploratory,2,7002,C,16181,92,0
stage1,all300,exploratory,2,7002,C,16837,92,0
stage1,all300,exploratory,2,7002,C,17046,92,0
stage1,all300,exploratory,2,7002,C,17436,92,0
stage1,all300,exploratory,2,7002,C,18679,92,0
stage1,all300,exploratory,2,7002,C,19308,92,0
stage1,all300,exploratory,2,7002,C,19505,92,0
stage1,all300,exploratory,2,7002,C,19708,92,92
stage1,all300,exploratory,2,7002,C,19830,92,0
stage1,all300,exploratory,2,7003,A,1241,24,0
stage1,all300,exploratory,2,7003,A,1904,24,0
stage1,all300,exploratory,2,7003,A,1996,24,0
stage1,all300,exploratory,2,7003,A,2491,24,0
stage1,all300,exploratory,2,7003,A,2784,24,0
stage1,all300,exploratory,2,7003,A,3175,24,0
stage1,all300,exploratory,2,7003,A,3839,24,0
stage1,all300,exploratory,2,7003,A,3853,24,0
stage1,all300,exploratory,2,7003,A,3922,24,0
stage1,all300,exploratory,2,7003,A,4129,24,0
stage1,all300,exploratory,2,7003,A,4210,24,24
stage1,all300,exploratory,2,7003,A,4323,24,0
stage1,all300,exploratory,2,7003,A,4374,24,24
stage1,all300,exploratory,2,7003,A,5823,24,0
stage1,all300,exploratory,2,7003,A,5962,24,24
stage1,all300,exploratory,2,7003,A,6347,24,0
stage1,all300,exploratory,2,7003,A,6611,24,0
stage1,all300,exploratory,2,7003,A,7420,24,0
stage1,all300,exploratory,2,7003,A,7659,24,0
stage1,all300,exploratory,2,7003,A,7844,24,0
stage1,all300,exploratory,2,7003,A,8456,24,0
stage1,all300,exploratory,2,7003,A,9285,24,0
stage1,all300,exploratory,2,7003,A,9782,24,0
stage1,all300,exploratory,2,7003,A,10703,24,0
stage1,all300,exploratory,2,7003,A,10811,24,0
stage1,all300,exploratory,2,7003,A,11163,24,0
stage1,all300,exploratory,2,7003,A,12087,24,0
stage1,all300,exploratory,2,7003,A,12884,24,0
stage1,all300,exploratory,2,7003,A,13661,24,0
stage1,all300,exploratory,2,7003,A,14398,24,0
stage1,all300,exploratory,2,7003,A,14664,24,0
stage1,all300,exploratory,2,7003,A,15655,24,0
stage1,all300,exploratory,2,7003,A,16181,24,0
stage1,all300,exploratory,2,7003,A,16837,24,0
stage1,all300,exploratory,2,7003,A,17046,24,0
stage1,all300,exploratory,2,7003,A,17436,24,0
stage1,all300,exploratory,2,7003,A,18679,24,0
stage1,all300,exploratory,2,7003,A,19308,24,0
stage1,all300,exploratory,2,7003,A,19505,24,0
stage1,all300,exploratory,2,7003,A,19708,24,24
stage1,all300,exploratory,2,7003,A,19830,24,0
stage1,all300,exploratory,2,7003,B,1241,52,0
stage1,all300,exploratory,2,7003,B,1904,52,0
stage1,all300,exploratory,2,7003,B,1996,52,0
stage1,all300,exploratory,2,7003,B,2491,52,0
stage1,all300,exploratory,2,7003,B,2784,52,0
stage1,all300,exploratory,2,7003,B,3175,52,0
stage1,all300,exploratory,2,7003,B,3839,52,0
stage1,all300,exploratory,2,7003,B,3853,52,0
stage1,all300,exploratory,2,7003,B,3922,52,0
stage1,all300,exploratory,2,7003,B,4129,52,0
stage1,all300,exploratory,2,7003,B,4210,52,52
stage1,all300,exploratory,2,7003,B,4323,52,0
stage1,all300,exploratory,2,7003,B,4374,52,52
stage1,all300,exploratory,2,7003,B,5823,52,0
stage1,all300,exploratory,2,7003,B,5962,52,52
stage1,all300,exploratory,2,7003,B,6347,52,0
stage1,all300,exploratory,2,7003,B,6611,52,0
stage1,all300,exploratory,2,7003,B,7420,52,0
stage1,all300,exploratory,2,7003,B,7659,52,0
stage1,all300,exploratory,2,7003,B,7844,52,0
stage1,all300,exploratory,2,7003,B,8456,52,0
stage1,all300,exploratory,2,7003,B,9285,52,0
stage1,all300,exploratory,2,7003,B,9782,52,0
stage1,all300,exploratory,2,7003,B,10703,52,0
stage1,all300,exploratory,2,7003,B,10811,52,0
stage1,all300,exploratory,2,7003,B,11163,52,0
stage1,all300,exploratory,2,7003,B,12087,52,0
stage1,all300,exploratory,2,7003,B,12884,52,0
stage1,all300,exploratory,2,7003,B,13661,52,0
stage1,all300,exploratory,2,7003,B,14398,52,0
stage1,all300,exploratory,2,7003,B,14664,52,0
stage1,all300,exploratory,2,7003,B,15655,52,0
stage1,all300,exploratory,2,7003,B,16181,52,0
stage1,all300,exploratory,2,7003,B,16837,52,0
stage1,all300,exploratory,2,7003,B,17046,52,0
stage1,all300,exploratory,2,7003,B,17436,52,0
stage1,all300,exploratory,2,7003,B,18679,52,0
stage1,all300,exploratory,2,7003,B,19308,52,0
stage1,all300,exploratory,2,7003,B,19505,52,0
stage1,all300,exploratory,2,7003,B,19708,52,52
stage1,all300,exploratory,2,7003,B,19830,52,0
stage1,all300,exploratory,2,7003,C,1241,92,0
stage1,all300,exploratory,2,7003,C,1904,92,0
stage1,all300,exploratory,2,7003,C,1996,92,0
stage1,all300,exploratory,2,7003,C,2491,92,0
stage1,all300,exploratory,2,7003,C,2784,92,0
stage1,all300,exploratory,2,7003,C,3175,92,0
stage1,all300,exploratory,2,7003,C,3839,92,0
stage1,all300,exploratory,2,7003,C,3853,92,0
stage1,all300,exploratory,2,7003,C,3922,92,0
stage1,all300,exploratory,2,7003,C,4129,92,0
stage1,all300,exploratory,2,7003,C,4210,92,92
stage1,all300,exploratory,2,7003,C,4323,92,0
stage1,all300,exploratory,2,7003,C,4374,92,92
stage1,all300,exploratory,2,7003,C,5823,92,0
stage1,all300,exploratory,2,7003,C,5962,92,92
stage1,all300,exploratory,2,7003,C,6347,92,0
stage1,all300,exploratory,2,7003,C,6611,92,0
stage1,all300,exploratory,2,7003,C,7420,92,0
stage1,all300,exploratory,2,7003,C,7659,92,0
stage1,all300,exploratory,2,7003,C,7844,92,0
stage1,all300,exploratory,2,7003,C,8456,92,0
stage1,all300,exploratory,2,7003,C,9285,92,0
stage1,all300,exploratory,2,7003,C,9782,92,0
