stage,ecg_id,source_peak_index,r_peak_sample,r_peak_time_s,left_sample,right_sample,rr_prev_ms,rr_next_ms,valid,failure_reason,beat_index
stage2,2052,5,1791,3.582,1628.0,1953.0,652.0,648.0,True,,4
stage2,2052,6,2115,4.23,1953.0,2278.5,648.0,654.0,True,,5
stage2,2052,7,2442,4.884,2278.5,2607.5,654.0,662.0,True,,6
stage2,2052,8,2773,5.546,2607.5,2937.5,662.0,658.0,True,,7
stage2,2052,9,3102,6.204,2937.5,3267.0,658.0,660.0,True,,8
stage2,2052,10,3432,6.864,3267.0,3598.5,660.0,666.0,True,,9
stage2,2052,11,3765,7.53,3598.5,3933.0,666.0,672.0,True,,10
stage2,2052,12,4101,8.202,3933.0,4268.5,672.0,670.0,True,,11
stage2,2052,13,4436,8.872,4268.5,4607.5,670.0,686.0,True,,12
stage2,2052,14,4779,9.558,4607.5,,686.0,,False,edge_no_two_neighbors,-1
stage2,2179,0,254,0.508,,483.0,,916.0,False,edge_no_two_neighbors,-1
stage2,2179,1,712,1.424,483.0,944.0,916.0,928.0,True,,0
stage2,2179,2,1176,2.352,944.0,1402.5,928.0,906.0,True,,1
stage2,2179,3,1629,3.258,1402.5,1848.0,906.0,876.0,True,,2
stage2,2179,4,2067,4.134,1848.0,2285.0,876.0,872.0,True,,3
stage2,2179,5,2503,5.006,2285.0,2728.0,872.0,900.0,True,,4
stage2,2179,6,2953,5.906,2728.0,3182.0,900.0,916.0,True,,5
stage2,2179,7,3411,6.822,3182.0,3637.5,916.0,906.0,True,,6
stage2,2179,8,3864,7.728,3637.5,4089.0,906.0,900.0,True,,7
stage2,2179,9,4314,8.628,4089.0,4543.5,900.0,918.0,True,,8
stage2,2179,10,4773,9.546,4543.5,,918.0,,False,edge_no_two_neighbors,-1
stage2,2186,0,287,0.574,,494.0,,828.0,False,edge_no_two_neighbors,-1
stage2,2186,1,701,1.402,494.0,905.0,828.0,816.0,True,,0
stage2,2186,2,1109,2.218,905.0,1310.5,816.0,806.0,True,,1
stage2,2186,3,1512,3.024,1310.5,1711.0,806.0,796.0,True,,2
stage2,2186,4,1910,3.82,1711.0,2108.0,796.0,792.0,True,,3
stage2,2186,5,2306,4.612,2108.0,2507.0,792.0,804.0,True,,4
stage2,2186,6,2708,5.416,2507.0,2910.5,804.0,810.0,True,,5
stage2,2186,7,3113,6.226,2910.5,3315.5,810.0,810.0,True,,6
stage2,2186,8,3518,7.036,3315.5,3719.5,810.0,806.0,True,,7
stage2,2186,9,3921,7.842,3719.5,4120.5,806.0,798.0,True,,8
stage2,2186,10,4320,8.64,4120.5,4521.0,798.0,804.0,True,,9
stage2,2186,11,4722,9.444,4521.0,,804.0,,False,edge_no_two_neighbors,-1
stage2,2197,0,229,0.458,,464.5,,942.0,False,edge_no_two_neighbors,-1
stage2,2197,1,700,1.4,464.5,934.0,942.0,936.0,True,,0
stage2,2197,2,1168,2.336,934.0,1396.5,936.0,914.0,True,,1
stage2,2197,3,1625,3.25,1396.5,1867.5,914.0,970.0,True,,2
stage2,2197,4,2110,4.22,1867.5,2354.0,970.0,976.0,True,,3
stage2,2197,5,2598,5.196,2354.0,2843.0,976.0,980.0,True,,4
stage2,2197,6,3088,6.176,2843.0,3320.5,980.0,930.0,True,,5
stage2,2197,7,3553,7.106,3320.5,3788.0,930.0,940.0,True,,6
stage2,2197,8,4023,8.046,3788.0,4271.5,940.0,994.0,True,,7
stage2,2197,9,4520,9.04,4271.5,,994.0,,False,edge_no_two_neighbors,-1
stage2,2491,0,178,0.356,,378.0,,800.0,False,edge_no_two_neighbors,-1
stage2,2491,1,578,1.156,378.0,780.5,800.0,810.0,True,,0
stage2,2491,2,983,1.966,780.5,1186.0,810.0,812.0,True,,1
stage2,2491,3,1389,2.778,1186.0,1591.0,812.0,808.0,True,,2
stage2,2491,4,1793,3.586,1591.0,1994.5,808.0,806.0,True,,3
stage2,2491,5,2196,4.392,1994.5,2397.5,806.0,806.0,True,,4
stage2,2491,6,2599,5.198,2397.5,2799.0,806.0,800.0,True,,5
stage2,2491,7,2999,5.998,2799.0,3200.0,800.0,804.0,True,,6
stage2,2491,8,3401,6.802,3200.0,3600.5,804.0,798.0,True,,7
stage2,2491,9,3800,7.6,3600.5,3999.0,798.0,796.0,True,,8
stage2,2491,10,4198,8.396,3999.0,4400.5,796.0,810.0,True,,9
stage2,2491,11,4603,9.206,4400.5,,810.0,,False,edge_no_two_neighbors,-1
stage2,2533,0,161,0.322,,354.5,,774.0,False,edge_no_two_neighbors,-1
stage2,2533,1,548,1.096,354.5,741.0,774.0,772.0,True,,0
stage2,2533,2,934,1.868,741.0,1135.5,772.0,806.0,True,,1
stage2,2533,3,1337,2.674,1135.5,1534.5,806.0,790.0,True,,2
stage2,2533,4,1732,3.464,1534.5,1928.5,790.0,786.0,True,,3
stage2,2533,5,2125,4.25,1928.5,2325.0,786.0,800.0,True,,4
stage2,2533,6,2525,5.05,2325.0,2719.5,800.0,778.0,True,,5
stage2,2533,7,2914,5.828,2719.5,3110.0,778.0,784.0,True,,6
stage2,2533,8,3306,6.612,3110.0,3503.0,784.0,788.0,True,,7
stage2,2533,9,3700,7.4,3503.0,3899.0,788.0,796.0,True,,8
stage2,2533,10,4098,8.196,3899.0,4290.5,796.0,770.0,True,,9
stage2,2533,11,4483,8.966,4290.5,4672.5,770.0,758.0,True,,10
stage2,2533,12,4862,9.724,4672.5,,758.0,,False,edge_no_two_neighbors,-1
stage2,2557,0,38,0.076,,319.5,,1126.0,False,edge_no_two_neighbors,-1
stage2,2557,1,601,1.202,319.5,888.0,1126.0,1148.0,True,,0
stage2,2557,2,1175,2.35,888.0,1461.0,1148.0,1144.0,True,,1
stage2,2557,3,1747,3.494,1461.0,2036.0,1144.0,1156.0,True,,2
stage2,2557,4,2325,4.65,2036.0,2614.5,1156.0,1158.0,True,,3
stage2,2557,5,2904,5.808,2614.5,3201.0,1158.0,1188.0,True,,4
stage2,2557,6,3498,6.996,3201.0,3784.5,1188.0,1146.0,True,,5
stage2,2557,7,4071,8.142,3784.5,4357.0,1146.0,1144.0,True,,6
stage2,2557,8,4643,9.286,4357.0,,1144.0,,False,edge_no_two_neighbors,-1
stage2,2647,0,443,0.886,,545.5,,410.0,False,edge_no_two_neighbors,-1
stage2,2647,1,648,1.296,545.5,860.5,410.0,850.0,True,,0
stage2,2647,2,1073,2.146,860.5,1372.5,850.0,1198.0,True,,1
stage2,2647,3,1672,3.344,1372.5,1973.0,1198.0,1204.0,True,,2
stage2,2647,4,2274,4.548,1973.0,2589.5,1204.0,1262.0,True,,3
stage2,2647,5,2905,5.81,2589.5,3224.5,1262.0,1278.0,True,,4
stage2,2647,6,3544,7.088,3224.5,3857.0,1278.0,1252.0,True,,5
stage2,2647,7,4170,8.34,3857.0,4449.0,1252.0,1116.0,True,,6
stage2,2647,8,4728,9.456,4449.0,,1116.0,,False,edge_no_two_neighbors,-1
stage2,2706,0,13,0.026,,244.5,,926.0,False,edge_no_two_neighbors,-1
stage2,2706,1,476,0.952,244.5,615.0,926.0,556.0,True,,0
stage2,2706,2,754,1.508,615.0,1060.5,556.0,1226.0,True,,1
stage2,2706,3,1367,2.734,1060.5,1571.5,1226.0,818.0,True,,2
stage2,2706,4,1776,3.552,1571.5,1971.5,818.0,782.0,True,,3
stage2,2706,5,2167,4.334,1971.5,2372.0,782.0,820.0,True,,4
stage2,2706,6,2577,5.154,2372.0,2785.0,820.0,832.0,True,,5
stage2,2706,7,2993,5.986,2785.0,3223.0,832.0,920.0,True,,6
stage2,2706,8,3453,6.906,3223.0,3695.5,920.0,970.0,True,,7
stage2,2706,9,3938,7.876,3695.5,4187.5,970.0,998.0,True,,8
stage2,2706,10,4437,8.874,4187.5,4683.5,998.0,986.0,True,,9
stage2,2706,11,4930,9.86,4683.5,,986.0,,False,edge_no_two_neighbors,-1
stage2,2762,0,511,1.022,,780.0,,1076.0,False,edge_no_two_neighbors,-1
stage2,2762,1,1049,2.098,780.0,1318.5,1076.0,1078.0,True,,0
stage2,2762,2,1588,3.176,1318.5,1860.5,1078.0,1090.0,True,,1
stage2,2762,3,2133,4.266,1860.5,2408.0,1090.0,1100.0,True,,2
stage2,2762,4,2683,5.366,2408.0,2952.5,1100.0,1078.0,True,,3
stage2,2762,5,3222,6.444,2952.5,3493.0,1078.0,1084.0,True,,4
stage2,2762,6,3764,7.528,3493.0,4029.5,1084.0,1062.0,True,,5
stage2,2762,7,4295,8.59,4029.5,4563.0,1062.0,1072.0,True,,6
stage2,2762,8,4831,9.662,4563.0,,1072.0,,False,edge_no_two_neighbors,-1
stage2,2784,0,40,0.08,,120.5,,322.0,False,edge_no_two_neighbors,-1
stage2,2784,1,201,0.402,120.5,381.5,322.0,722.0,True,,0
stage2,2784,2,562,1.124,381.5,705.5,722.0,574.0,True,,1
stage2,2784,3,849,1.698,705.5,964.0,574.0,460.0,True,,2
stage2,2784,4,1079,2.158,964.0,1209.5,460.0,522.0,True,,3
stage2,2784,5,1340,2.68,1209.5,1465.5,522.0,502.0,True,,4
stage2,2784,6,1591,3.182,1465.5,1779.5,502.0,754.0,True,,5
stage2,2784,7,1968,3.936,1779.5,2070.0,754.0,408.0,True,,6
stage2,2784,8,2172,4.344,2070.0,2326.5,408.0,618.0,True,,7
stage2,2784,9,2481,4.962,2326.5,2575.0,618.0,376.0,True,,8
stage2,2784,10,2669,5.338,2575.0,2777.5,376.0,434.0,True,,9
stage2,2784,11,2886,5.772,2777.5,2992.5,434.0,426.0,True,,10
stage2,2784,12,3099,6.198,2992.5,3278.0,426.0,716.0,True,,11
stage2,2784,13,3457,6.914,3278.0,3571.0,716.0,456.0,True,,12
stage2,2784,14,3685,7.37,3571.0,3840.0,456.0,620.0,True,,13
stage2,2784,15,3995,7.99,3840.0,4139.0,620.0,576.0,True,,14
stage2,2784,16,4283,8.566,4139.0,4386.5,576.0,414.0,True,,15
stage2,2784,17,4490,8.98,4386.5,4614.0,414.0,496.0,True,,16
stage2,2784,18,4738,9.476,4614.0,,496.0,,False,edge_no_two_neighbors,-1
stage2,2858,0,198,0.396,,448.5,,1002.0,False,edge_no_two_neighbors,-1
stage2,2858,1,699,1.398,448.5,949.5,1002.0,1002.0,True,,0
stage2,2858,2,1200,2.4,949.5,1448.5,1002.0,994.0,True,,1
stage2,2858,3,1697,3.394,1448.5,1943.5,994.0,986.0,True,,2
stage2,2858,4,2190,4.38,1943.5,2447.0,986.0,1028.0,True,,3
stage2,2858,5,2704,5.408,2447.0,2966.5,1028.0,1050.0,True,,4
stage2,2858,6,3229,6.458,2966.5,3485.0,1050.0,1024.0,True,,5
stage2,2858,7,3741,7.482,3485.0,3994.5,1024.0,1014.0,True,,6
stage2,2858,8,4248,8.496,3994.5,4502.5,1014.0,1018.0,True,,7
stage2,2858,9,4757,9.514,4502.5,,1018.0,,False,edge_no_two_neighbors,-1
stage2,3175,0,152,0.304,,416.0,,1056.0,False,edge_no_two_neighbors,-1
stage2,3175,1,680,1.36,416.0,951.5,1056.0,1086.0,True,,0
stage2,3175,2,1223,2.446,951.5,1482.0,1086.0,1036.0,True,,1
stage2,3175,3,1741,3.482,1482.0,2001.0,1036.0,1040.0,True,,2
stage2,3175,4,2261,4.522,2001.0,2535.0,1040.0,1096.0,True,,3
stage2,3175,5,2809,5.618,2535.0,3066.0,1096.0,1028.0,True,,4
stage2,3175,6,3323,6.646,3066.0,3575.0,1028.0,1008.0,True,,5
stage2,3175,7,3827,7.654,3575.0,4093.5,1008.0,1066.0,True,,6
stage2,3175,8,4360,8.72,4093.5,4611.5,1066.0,1006.0,True,,7
stage2,3175,9,4863,9.726,4611.5,,1006.0,,False,edge_no_two_neighbors,-1
stage2,3205,0,153,0.306,,349.0,,784.0,False,edge_no_two_neighbors,-1
stage2,3205,1,545,1.09,349.0,738.5,784.0,774.0,True,,0
stage2,3205,2,932,1.864,738.5,1125.0,774.0,772.0,True,,1
stage2,3205,3,1318,2.636,1125.0,1509.0,772.0,764.0,True,,2
stage2,3205,4,1700,3.4,1509.0,1893.0,764.0,772.0,True,,3
stage2,3205,5,2086,4.172,1893.0,2279.0,772.0,772.0,True,,4
stage2,3205,6,2472,4.944,2279.0,2666.5,772.0,778.0,True,,5
stage2,3205,7,2861,5.722,2666.5,3053.5,778.0,770.0,True,,6
stage2,3205,8,3246,6.492,3053.5,3439.0,770.0,772.0,True,,7
stage2,3205,9,3632,7.264,3439.0,3827.0,772.0,780.0,True,,8
stage2,3205,10,4022,8.044,3827.0,4217.5,780.0,782.0,True,,9
stage2,3205,11,4413,8.826,4217.5,4607.0,782.0,776.0,True,,10
stage2,3205,12,4801,9.602,4607.0,,776.0,,False,edge_no_two_neighbors,-1
stage2,3218,0,24,0.048,,239.0,,860.0,False,edge_no_two_neighbors,-1
stage2,3218,1,454,0.908,239.0,680.5,860.0,906.0,True,,0
stage2,3218,2,907,1.814,680.5,1133.5,906.0,906.0,True,,1
stage2,3218,3,1360,2.72,1133.5,1580.0,906.0,880.0,True,,2
stage2,3218,4,1800,3.6,1580.0,2017.5,880.0,870.0,True,,3
stage2,3218,5,2235,4.47,2017.5,2454.5,870.0,878.0,True,,4
stage2,3218,6,2674,5.348,2454.5,2895.0,878.0,884.0,True,,5
stage2,3218,7,3116,6.232,2895.0,3338.0,884.0,888.0,True,,6
stage2,3218,8,3560,7.12,3338.0,3776.0,888.0,864.0,True,,7
stage2,3218,9,3992,7.984,3776.0,4209.5,864.0,870.0,True,,8
stage2,3218,10,4427,8.854,4209.5,4647.0,870.0,880.0,True,,9
stage2,3218,11,4867,9.734,4647.0,,880.0,,False,edge_no_two_neighbors,-1
stage2,3228,0,56,0.112,,283.5,,910.0,False,edge_no_two_neighbors,-1
stage2,3228,1,511,1.022,283.5,742.5,910.0,926.0,True,,0
stage2,3228,2,974,1.948,742.5,1204.0,926.0,920.0,True,,1
stage2,3228,3,1434,2.868,1204.0,1662.0,920.0,912.0,True,,2
stage2,3228,4,1890,3.78,1662.0,2121.0,912.0,924.0,True,,3
stage2,3228,5,2352,4.704,2121.0,2585.5,924.0,934.0,True,,4
stage2,3228,6,2819,5.638,2585.5,3047.0,934.0,912.0,True,,5
stage2,3228,7,3275,6.55,3047.0,3500.0,912.0,900.0,True,,6
stage2,3228,8,3725,7.45,3500.0,3957.0,900.0,928.0,True,,7
stage2,3228,9,4189,8.378,3957.0,4421.5,928.0,930.0,True,,8
stage2,3228,10,4654,9.308,4421.5,,930.0,,False,edge_no_two_neighbors,-1
stage2,3229,0,259,0.518,,528.5,,1078.0,False,edge_no_two_neighbors,-1
stage2,3229,1,798,1.596,528.5,1060.5,1078.0,1050.0,True,,0
stage2,3229,2,1323,2.646,1060.5,1603.0,1050.0,1120.0,True,,1
stage2,3229,3,1883,3.766,1603.0,2159.5,1120.0,1106.0,True,,2
stage2,3229,4,2436,4.872,2159.5,2702.0,1106.0,1064.0,True,,3
stage2,3229,5,2968,5.936,2702.0,3241.0,1064.0,1092.0,True,,4
stage2,3229,6,3514,7.028,3241.0,3794.0,1092.0,1120.0,True,,5
stage2,3229,7,4074,8.148,3794.0,4344.0,1120.0,1080.0,True,,6
stage2,3229,8,4614,9.228,4344.0,,1080.0,,False,edge_no_two_neighbors,-1
stage2,3316,0,45,0.09,,311.5,,1066.0,False,edge_no_two_neighbors,-1
stage2,3316,1,578,1.156,311.5,854.0,1066.0,1104.0,True,,0
stage2,3316,2,1130,2.26,854.0,1415.5,1104.0,1142.0,True,,1
stage2,3316,3,1701,3.402,1415.5,1998.5,1142.0,1190.0,True,,2
stage2,3316,4,2296,4.592,1998.5,2589.0,1190.0,1172.0,True,,3
stage2,3316,5,2882,5.764,2589.0,3151.5,1172.0,1078.0,True,,4
stage2,3316,6,3421,6.842,3151.5,3699.0,1078.0,1112.0,True,,5
stage2,3316,7,3977,7.954,3699.0,4242.5,1112.0,1062.0,True,,6
stage2,3316,8,4508,9.016,4242.5,,1062.0,,False,edge_no_two_neighbors,-1
stage2,3373,0,307,0.614,,538.0,,924.0,False,edge_no_two_neighbors,-1
stage2,3373,1,769,1.538,538.0,1011.0,924.0,968.0,True,,0
stage2,3373,2,1253,2.506,1011.0,1537.0,968.0,1136.0,True,,1
stage2,3373,3,1821,3.642,1537.0,2080.5,1136.0,1038.0,True,,2
stage2,3373,4,2340,4.68,2080.5,2582.5,1038.0,970.0,True,,3
stage2,3373,5,2825,5.65,2582.5,3072.5,970.0,990.0,True,,4
stage2,3373,6,3320,6.64,3072.5,3575.5,990.0,1022.0,True,,5
stage2,3373,7,3831,7.662,3575.5,4080.5,1022.0,998.0,True,,6
stage2,3373,8,4330,8.66,4080.5,4567.0,998.0,948.0,True,,7
stage2,3373,9,4804,9.608,4567.0,,948.0,,False,edge_no_two_neighbors,-1
stage2,3388,0,275,0.55,,432.0,,628.0,False,edge_no_two_neighbors,-1
stage2,3388,1,589,1.178,432.0,754.0,628.0,660.0,True,,0
stage2,3388,2,919,1.838,754.0,1099.5,660.0,722.0,True,,1
stage2,3388,3,1280,2.56,1099.5,1394.0,722.0,456.0,True,,2
stage2,3388,4,1508,3.016,1394.0,1733.5,456.0,902.0,True,,3
stage2,3388,5,1959,3.918,1733.5,2136.0,902.0,708.0,True,,4
stage2,3388,6,2313,4.626,2136.0,2437.5,708.0,498.0,True,,5
stage2,3388,7,2562,5.124,2437.5,2762.5,498.0,802.0,True,,6
stage2,3388,8,2963,5.926,2762.5,3123.0,802.0,640.0,True,,7
stage2,3388,9,3283,6.566,3123.0,3434.0,640.0,604.0,True,,8
stage2,3388,10,3585,7.17,3434.0,3737.5,604.0,610.0,True,,9
stage2,3388,11,3890,7.78,3737.5,4043.0,610.0,612.0,True,,10
stage2,3388,12,4196,8.392,4043.0,4356.5,612.0,642.0,True,,11
stage2,3388,13,4517,9.034,4356.5,4681.5,642.0,658.0,True,,12
stage2,3388,14,4846,9.692,4681.5,,658.0,,False,edge_no_two_neighbors,-1
stage2,3392,0,44,0.088,,239.0,,780.0,False,edge_no_two_neighbors,-1
stage2,3392,1,434,0.868,239.0,637.5,780.0,814.0,True,,0
stage2,3392,2,841,1.682,637.5,1018.0,814.0,708.0,True,,1
stage2,3392,3,1195,2.39,1018.0,1377.5,708.0,730.0,True,,2
stage2,3392,4,1560,3.12,1377.5,1756.0,730.0,784.0,True,,3
stage2,3392,5,1952,3.904,1756.0,2164.5,784.0,850.0,True,,4
stage2,3392,6,2377,4.754,2164.5,2642.0,850.0,1060.0,True,,5
stage2,3392,7,2907,5.814,2642.0,3121.0,1060.0,856.0,True,,6
stage2,3392,8,3335,6.67,3121.0,3554.5,856.0,878.0,True,,7
stage2,3392,9,3774,7.548,3554.5,3947.0,878.0,692.0,True,,8
stage2,3392,10,4120,8.24,3947.0,4355.5,692.0,942.0,True,,9
stage2,3392,11,4591,9.182,4355.5,,942.0,,False,edge_no_two_neighbors,-1
stage2,3402,0,273,0.546,,440.5,,670.0,False,edge_no_two_neighbors,-1
stage2,3402,1,608,1.216,440.5,776.0,670.0,672.0,True,,0
stage2,3402,2,944,1.888,776.0,1108.0,672.0,656.0,True,,1
stage2,3402,3,1272,2.544,1108.0,1435.0,656.0,652.0,True,,2
stage2,3402,4,1598,3.196,1435.0,1761.5,652.0,654.0,True,,3
stage2,3402,5,1925,3.85,1761.5,2089.5,654.0,658.0,True,,4
stage2,3402,6,2254,4.508,2089.5,2423.5,658.0,678.0,True,,5
stage2,3402,7,2593,5.186,2423.5,2767.0,678.0,696.0,True,,6
stage2,3402,8,2941,5.882,2767.0,3111.5,696.0,682.0,True,,7
stage2,3402,9,3282,6.564,3111.5,3451.5,682.0,678.0,True,,8
stage2,3402,10,3621,7.242,3451.5,3797.5,678.0,706.0,True,,9
stage2,3402,11,3974,7.948,3797.5,4154.0,706.0,720.0,True,,10
stage2,3402,12,4334,8.668,4154.0,4514.5,720.0,722.0,True,,11
stage2,3402,13,4695,9.39,4514.5,,722.0,,False,edge_no_two_neighbors,-1
stage2,3421,0,186,0.372,,425.0,,956.0,False,edge_no_two_neighbors,-1
stage2,3421,1,664,1.328,425.0,902.5,956.0,954.0,True,,0
stage2,3421,2,1141,2.282,902.5,1379.5,954.0,954.0,True,,1
stage2,3421,3,1618,3.236,1379.5,1852.5,954.0,938.0,True,,2
stage2,3421,4,2087,4.174,1852.5,2323.5,938.0,946.0,True,,3
stage2,3421,5,2560,5.12,2323.5,2796.0,946.0,944.0,True,,4
stage2,3421,6,3032,6.064,2796.0,3265.5,944.0,934.0,True,,5
stage2,3421,7,3499,6.998,3265.5,3733.5,934.0,938.0,True,,6
stage2,3421,8,3968,7.936,3733.5,4203.0,938.0,940.0,True,,7
stage2,3421,9,4438,8.876,4203.0,4672.0,940.0,936.0,True,,8
stage2,3421,10,4906,9.812,4672.0,,936.0,,False,edge_no_two_neighbors,-1
stage2,3535,0,624,1.248,,1037.5,,1654.0,False,edge_no_two_neighbors,-1
stage2,3535,1,1451,2.902,1037.5,1875.0,1654.0,1696.0,True,,0
stage2,3535,2,2299,4.598,1875.0,2713.5,1696.0,1658.0,True,,1
stage2,3535,3,3128,6.256,2713.5,3547.0,1658.0,1676.0,True,,2
stage2,3535,4,3966,7.932,3547.0,4375.0,1676.0,1636.0,True,,3
stage2,3535,5,4784,9.568,4375.0,,1636.0,,False,edge_no_two_neighbors,-1
stage2,3621,0,53,0.106,,306.5,,1014.0,False,edge_no_two_neighbors,-1
stage2,3621,1,560,1.12,306.5,814.0,1014.0,1016.0,True,,0
stage2,3621,2,1068,2.136,814.0,1322.5,1016.0,1018.0,True,,1
stage2,3621,3,1577,3.154,1322.5,1831.5,1018.0,1018.0,True,,2
stage2,3621,4,2086,4.172,1831.5,2339.5,1018.0,1014.0,True,,3
stage2,3621,5,2593,5.186,2339.5,2852.5,1014.0,1038.0,True,,4
stage2,3621,6,3112,6.224,2852.5,3375.0,1038.0,1052.0,True,,5
stage2,3621,7,3638,7.276,3375.0,3898.5,1052.0,1042.0,True,,6
stage2,3621,8,4159,8.318,3898.5,4418.5,1042.0,1038.0,True,,7
stage2,3621,9,4678,9.356,4418.5,,1038.0,,False,edge_no_two_neighbors,-1
stage2,3753,0,64,0.128,,223.5,,638.0,False,edge_no_two_neighbors,-1
stage2,3753,1,383,0.766,223.5,556.0,638.0,692.0,True,,0
stage2,3753,2,729,1.458,556.0,911.5,692.0,730.0,True,,1
stage2,3753,3,1094,2.188,911.5,1275.5,730.0,726.0,True,,2
stage2,3753,4,1457,2.914,1275.5,1630.5,726.0,694.0,True,,3
stage2,3753,5,1804,3.608,1630.5,1979.0,694.0,700.0,True,,4
stage2,3753,6,2154,4.308,1979.0,2330.5,700.0,706.0,True,,5
stage2,3753,7,2507,5.014,2330.5,2688.0,706.0,724.0,True,,6
stage2,3753,8,2869,5.738,2688.0,3045.5,724.0,706.0,True,,7
stage2,3753,9,3222,6.444,3045.5,3391.0,706.0,676.0,True,,8
stage2,3753,10,3560,7.12,3391.0,3718.5,676.0,634.0,True,,9
stage2,3753,11,3877,7.754,3718.5,4032.0,634.0,620.0,True,,10
stage2,3753,12,4187,8.374,4032.0,4345.5,620.0,634.0,True,,11
stage2,3753,13,4504,9.008,4345.5,4679.0,634.0,700.0,True,,12
stage2,3753,14,4854,9.708,4679.0,,700.0,,False,edge_no_two_neighbors,-1
stage2,3768,0,206,0.412,,377.5,,686.0,False,edge_no_two_neighbors,-1
stage2,3768,1,549,1.098,377.5,722.5,686.0,694.0,True,,0
stage2,3768,2,896,1.792,722.5,1082.0,694.0,744.0,True,,1
stage2,3768,3,1268,2.536,1082.0,1478.5,744.0,842.0,True,,2
stage2,3768,4,1689,3.378,1478.5,1898.0,842.0,836.0,True,,3
stage2,3768,5,2107,4.214,1898.0,2308.0,836.0,804.0,True,,4
stage2,3768,6,2509,5.018,2308.0,2705.5,804.0,786.0,True,,5
stage2,3768,7,2902,5.804,2705.5,3091.5,786.0,758.0,True,,6
stage2,3768,8,3281,6.562,3091.5,3463.5,758.0,730.0,True,,7
stage2,3768,9,3646,7.292,3463.5,3828.0,730.0,728.0,True,,8
stage2,3768,10,4010,8.02,3828.0,4192.0,728.0,728.0,True,,9
stage2,3768,11,4374,8.748,4192.0,4569.0,728.0,780.0,True,,10
stage2,3768,12,4764,9.528,4569.0,,780.0,,False,edge_no_two_neighbors,-1
stage2,3778,0,102,0.204,,294.5,,770.0,False,edge_no_two_neighbors,-1
stage2,3778,1,487,0.974,294.5,677.0,770.0,760.0,True,,0
stage2,3778,2,867,1.734,677.0,1056.0,760.0,756.0,True,,1
stage2,3778,3,1245,2.49,1056.0,1427.0,756.0,728.0,True,,2
stage2,3778,4,1609,3.218,1427.0,1789.5,728.0,722.0,True,,3
stage2,3778,5,1970,3.94,1789.5,2152.0,722.0,728.0,True,,4
stage2,3778,6,2334,4.668,2152.0,2515.0,728.0,724.0,True,,5
stage2,3778,7,2696,5.392,2515.0,2885.0,724.0,756.0,True,,6
stage2,3778,8,3074,6.148,2885.0,3256.5,756.0,730.0,True,,7
stage2,3778,9,3439,6.878,3256.5,3622.5,730.0,734.0,True,,8
stage2,3778,10,3806,7.612,3622.5,3987.5,734.0,726.0,True,,9
stage2,3778,11,4169,8.338,3987.5,4359.5,726.0,762.0,True,,10
stage2,3778,12,4550,9.1,4359.5,4739.0,762.0,756.0,True,,11
stage2,3778,13,4928,9.856,4739.0,,756.0,,False,edge_no_two_neighbors,-1
stage2,3839,0,304,0.608,,513.0,,836.0,False,edge_no_two_neighbors,-1
stage2,3839,1,722,1.444,513.0,931.5,836.0,838.0,True,,0
stage2,3839,2,1141,2.282,931.5,1359.0,838.0,872.0,True,,1
stage2,3839,3,1577,3.154,1359.0,1797.0,872.0,880.0,True,,2
stage2,3839,4,2017,4.034,1797.0,2234.5,880.0,870.0,True,,3
stage2,3839,5,2452,4.904,2234.5,2669.0,870.0,868.0,True,,4
stage2,3839,6,2886,5.772,2669.0,3102.5,868.0,866.0,True,,5
stage2,3839,7,3319,6.638,3102.5,3532.5,866.0,854.0,True,,6
stage2,3839,8,3746,7.492,3532.5,3967.0,854.0,884.0,True,,7
stage2,3839,9,4188,8.376,3967.0,4406.0,884.0,872.0,True,,8
stage2,3839,10,4624,9.248,4406.0,,872.0,,False,edge_no_two_neighbors,-1
stage2,3840,0,262,0.524,,471.5,,838.0,False,edge_no_two_neighbors,-1
stage2,3840,1,681,1.362,471.5,891.0,838.0,840.0,True,,0
stage2,3840,2,1101,2.202,891.0,1306.0,840.0,820.0,True,,1
stage2,3840,3,1511,3.022,1306.0,1716.0,820.0,820.0,True,,2
stage2,3840,4,1921,3.842,1716.0,2129.0,820.0,832.0,True,,3
stage2,3840,5,2337,4.674,2129.0,2546.5,832.0,838.0,True,,4
stage2,3840,6,2756,5.512,2546.5,2960.0,838.0,816.0,True,,5
stage2,3840,7,3164,6.328,2960.0,3367.0,816.0,812.0,True,,6
stage2,3840,8,3570,7.14,3367.0,3779.5,812.0,838.0,True,,7
stage2,3840,9,3989,7.978,3779.5,4207.5,838.0,874.0,True,,8
stage2,3840,10,4426,8.852,4207.5,4637.0,874.0,844.0,True,,9
stage2,3840,11,4848,9.696,4637.0,,844.0,,False,edge_no_two_neighbors,-1
stage2,3845,0,260,0.52,,503.0,,972.0,False,edge_no_two_neighbors,-1
stage2,3845,1,746,1.492,503.0,981.0,972.0,940.0,True,,0
stage2,3845,2,1216,2.432,981.0,1440.5,940.0,898.0,True,,1
stage2,3845,3,1665,3.33,1440.5,1891.5,898.0,906.0,True,,2
stage2,3845,4,2118,4.236,1891.5,2352.0,906.0,936.0,True,,3
stage2,3845,5,2586,5.172,2352.0,2822.5,936.0,946.0,True,,4
stage2,3845,6,3059,6.118,2822.5,3288.5,946.0,918.0,True,,5
